"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","returns empty array when environments is undefined","filterAndSearchEnvironments","Wed May 13 02:40:35 UTC 2026","passed","Wed May 13 02:40:35 UTC 2026","","with empty environments","",""
"","206","renders correctly with requiresCurrentPassword true","PasswordDialog","Wed May 13 02:40:55 UTC 2026","passed","Wed May 13 02:40:55 UTC 2026","","","",""
"","120","Searching for existing node type returns node properties","useFetchEntityInfo","Wed May 13 02:42:56 UTC 2026","passed","Wed May 13 02:42:56 UTC 2026","","","",""
"Test cases for TestResources_CreateCustomNodeKindsTest","111","TestResources_CreateCustomNodeKindsTest","","Wed May 13 02:39:21 UTC 2026","passed","Wed May 13 02:39:21 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_CreateCustomNodeKindsTest","TestResources_CreateCustomNodeKindsTest"
"Test cases for TestResources_ListADComputerSQLAdmins","0","TestResources_ListADComputerSQLAdmins","","Wed May 13 02:39:21 UTC 2026","passed","Wed May 13 02:39:21 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADComputerSQLAdmins","TestResources_ListADComputerSQLAdmins"
"Test cases for TestManagementResource_OIDCCallbackHandler","11","TestManagementResource_OIDCCallbackHandler","","Wed May 13 02:40:02 UTC 2026","passed","Wed May 13 02:40:02 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_OIDCCallbackHandler","TestManagementResource_OIDCCallbackHandler"
"Test cases for TestIsErrorResponse","0","TestIsErrorResponse","","Wed May 13 02:39:10 UTC 2026","passed","Wed May 13 02:39:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestIsErrorResponse","TestIsErrorResponse"
"","282","a name value is required to submit the form","Rule Form","Wed May 13 02:40:42 UTC 2026","passed","Wed May 13 02:40:42 UTC 2026","","","",""
"Test cases for TestUnmarshalInt64","0","TestUnmarshalInt64","","Wed May 13 02:39:22 UTC 2026","passed","Wed May 13 02:39:22 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalInt64","TestUnmarshalInt64"
"","2161","should close the edge filtering dialog when user clicks cancel button","EdgeFilter","Wed May 13 02:42:54 UTC 2026","passed","Wed May 13 02:42:56 UTC 2026","","","",""
"","0","should return true when value partially matches term","compareTerm","Wed May 13 02:44:12 UTC 2026","passed","Wed May 13 02:44:12 UTC 2026","","","",""
"Test cases for TestRequestWaitDuration","1","TestRequestWaitDuration","","Wed May 13 02:39:13 UTC 2026","passed","Wed May 13 02:39:13 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestRequestWaitDuration","TestRequestWaitDuration"
"","231","shows ""Clear All"" when all columns are selected","ManageColumnsComboBox","Wed May 13 02:41:57 UTC 2026","passed","Wed May 13 02:41:57 UTC 2026","","","",""
"","52","renders note header correctly","HistoryNotes Component","Wed May 13 02:44:56 UTC 2026","passed","Wed May 13 02:44:56 UTC 2026","","","",""
"Test cases for TestInt64Pointer","0","TestInt64Pointer","","Wed May 13 02:39:22 UTC 2026","passed","Wed May 13 02:39:22 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestInt64Pointer","TestInt64Pointer"
"","7","does not render note content when selected is null","HistoryNotes Component","Wed May 13 02:44:56 UTC 2026","passed","Wed May 13 02:44:56 UTC 2026","","","",""
"","506","runs the query and calls dispatch to set the node results","PrivilegeZonesCypherEditor Search component for Zone Management","Wed May 13 02:44:09 UTC 2026","passed","Wed May 13 02:44:09 UTC 2026","","","",""
"","0","fails for password with control characters","testPassword","Wed May 13 02:45:11 UTC 2026","passed","Wed May 13 02:45:11 UTC 2026","","","",""
"","4","returns bounds for text rendered to canvas","getLabelBoundsFromContext","Wed May 13 02:46:11 UTC 2026","passed","Wed May 13 02:46:11 UTC 2026","","","",""
"Test cases for TestResources_UpdateSavedQuery_GetSavedQueryError","0","TestResources_UpdateSavedQuery_GetSavedQueryError","","Wed May 13 02:39:21 UTC 2026","passed","Wed May 13 02:39:21 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_GetSavedQueryError","TestResources_UpdateSavedQuery_GetSavedQueryError"
"","310","renders the Import Query Dialog","ImportQueryDialog","Wed May 13 02:45:04 UTC 2026","passed","Wed May 13 02:45:05 UTC 2026","","","",""
"","140","renders enabled Zone and Object tabs and disabled Rule tab","Selected Details Tabs","Wed May 13 02:42:35 UTC 2026","passed","Wed May 13 02:42:35 UTC 2026","","Selected Details Tabs - Params present","",""
"","282","sets a secondary=id and searchType=pathfinding when primary is truthy","ContextMenu","Wed May 13 02:45:54 UTC 2026","passed","Wed May 13 02:45:54 UTC 2026","","","",""
"","32","should highlight selected route","Main Nav Route Highlighting","Wed May 13 02:42:26 UTC 2026","passed","Wed May 13 02:42:26 UTC 2026","","","",""
"","228","sets a primarySearch=id and searchType=pathfinding when secondarySearch is truthy","ContextMenu","Wed May 13 02:45:53 UTC 2026","passed","Wed May 13 02:45:54 UTC 2026","","","",""
"","1622","renders","DatabaseManagement","Wed May 13 02:45:39 UTC 2026","passed","Wed May 13 02:45:41 UTC 2026","","","",""
"","306","has date range input filters","FileIngestFilterDialog","Wed May 13 02:41:44 UTC 2026","passed","Wed May 13 02:41:44 UTC 2026","","Date Range Inputs","",""
"","146","renders the card with title and search input","ActiveExtensionsCard","Wed May 13 02:40:40 UTC 2026","passed","Wed May 13 02:40:40 UTC 2026","","","",""
"","357","displays an autofocused text input","SearchCurrentNodes","Wed May 13 02:43:19 UTC 2026","passed","Wed May 13 02:43:19 UTC 2026","","","",""
"","22","does not show the dropdown by default","ManageColumnsComboBox","Wed May 13 02:41:56 UTC 2026","passed","Wed May 13 02:41:56 UTC 2026","","","",""
"","0","The user has yet to type into the search","Getting the text for the disabled item display for a search when there are no results","Wed May 13 02:43:37 UTC 2026","passed","Wed May 13 02:43:37 UTC 2026","","Empty data states","",""
"","0","should return an empty map when no tags or paths match","opsFilter","Wed May 13 02:44:12 UTC 2026","passed","Wed May 13 02:44:12 UTC 2026","","","",""
"","344","should render","PasswordResetForm","Wed May 13 02:42:50 UTC 2026","passed","Wed May 13 02:42:51 UTC 2026","","","",""
"","1439","executes a pathfinding search when both a source and destination node are provided","Pathfinding: interaction","Wed May 13 02:42:38 UTC 2026","passed","Wed May 13 02:42:39 UTC 2026","","","",""
"Test cases for TestEncodingValues","2","TestEncodingValues","","Wed May 13 02:39:34 UTC 2026","passed","Wed May 13 02:39:34 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/bomenc/TestEncodingValues","TestEncodingValues"
"","83","hides loading state when data is available","GraphDataCheckboxes","Wed May 13 02:41:23 UTC 2026","passed","Wed May 13 02:41:24 UTC 2026","","","",""
