"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestResources_GetAssetGroupTags","0","TestResources_GetAssetGroupTags","","Thu Feb 12 01:48:07 UTC 2026","passed","Thu Feb 12 01:48:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroupTags","TestResources_GetAssetGroupTags"
"Test cases for TestResources_ListADDomainContainedUsers","0","TestResources_ListADDomainContainedUsers","","Thu Feb 12 01:48:07 UTC 2026","passed","Thu Feb 12 01:48:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainContainedUsers","TestResources_ListADDomainContainedUsers"
"Test cases for TestDatabase_checkError_OtherError","0","TestDatabase_checkError_OtherError","","Thu Feb 12 01:48:13 UTC 2026","passed","Thu Feb 12 01:48:13 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/TestDatabase_checkError_OtherError","TestDatabase_checkError_OtherError"
"","61","returns the full environment of the environmentId found in the search params","useAvailableEnvironments","Thu Feb 12 01:52:10 UTC 2026","passed","Thu Feb 12 01:52:10 UTC 2026","","useSelectedEnvironment","",""
"","78","displays ! icon when one of the Affected Object calls fail","EntityInfoDataTable","Thu Feb 12 01:50:01 UTC 2026","passed","Thu Feb 12 01:50:01 UTC 2026","","Node count for nested table that counts all sections","",""
"","0","`undefined` input is provided","Parsing the debounced input for type and keyword values","Thu Feb 12 01:51:08 UTC 2026","passed","Thu Feb 12 01:51:08 UTC 2026","","","",""
"","580","adds node to asset group tag with confirmation","AssetGroupMenuItem","Thu Feb 12 01:49:47 UTC 2026","passed","Thu Feb 12 01:49:48 UTC 2026","","","",""
"","145","renders enabled Zone and Rule tabs and disabled Object tab","Selected Details Tabs","Thu Feb 12 01:50:16 UTC 2026","passed","Thu Feb 12 01:50:16 UTC 2026","","Selected Details Tabs - Params present","",""
"Test cases for TestInt64ValueOrZero","0","TestInt64ValueOrZero","","Thu Feb 12 01:48:14 UTC 2026","passed","Thu Feb 12 01:48:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestInt64ValueOrZero","TestInt64ValueOrZero"
"Test cases for Test_UseFixture","0","Test_UseFixture","","Thu Feb 12 01:48:39 UTC 2026","passed","Thu Feb 12 01:48:39 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_UseFixture","Test_UseFixture"
"Test cases for TestUnmarshalBool","0","TestUnmarshalBool","","Thu Feb 12 01:48:14 UTC 2026","passed","Thu Feb 12 01:48:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalBool","TestUnmarshalBool"
"","44","should highlight selected route","Main Nav Route Highlighting","Thu Feb 12 01:49:30 UTC 2026","passed","Thu Feb 12 01:49:30 UTC 2026","","","",""
"","236","handles creating a new zone","Tag Form","Thu Feb 12 01:48:53 UTC 2026","passed","Thu Feb 12 01:48:53 UTC 2026","","","",""
"Test cases for TestResources_UpdateSavedQuery_ErrorFetchingPublicStatus","0","TestResources_UpdateSavedQuery_ErrorFetchingPublicStatus","","Thu Feb 12 01:48:07 UTC 2026","passed","Thu Feb 12 01:48:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_ErrorFetchingPublicStatus","TestResources_UpdateSavedQuery_ErrorFetchingPublicStatus"
"","834","renders a button and a menu","CreateMenu","Thu Feb 12 01:49:51 UTC 2026","passed","Thu Feb 12 01:49:52 UTC 2026","","oidc_support feature flag enabled","",""
"","67","sets primarySearch, searchType, exploreSearchTab in URL params when the click handler is executed","useEdgeInfoItems","Thu Feb 12 01:51:22 UTC 2026","passed","Thu Feb 12 01:51:22 UTC 2026","","","",""
"","252","sets secondarySearch=id and searchType=node when primarySearch is falsey","ContextMenu","Thu Feb 12 01:49:39 UTC 2026","passed","Thu Feb 12 01:49:39 UTC 2026","","","",""
"","89","takes the param appendQueryKey and will append that value to the existing queryKey","useAvailableEnvironments","Thu Feb 12 01:52:10 UTC 2026","passed","Thu Feb 12 01:52:10 UTC 2026","","useAvailableEnvironments","",""
"","159","links to the specified route with global params intact","AppLink","Thu Feb 12 01:51:24 UTC 2026","passed","Thu Feb 12 01:51:24 UTC 2026","","","",""
"Test cases for Test_filterNodesToSearchResult_filterEnvironmentsEmpty","0","Test_filterNodesToSearchResult_filterEnvironmentsEmpty","","Thu Feb 12 01:48:16 UTC 2026","passed","Thu Feb 12 01:48:16 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_filterNodesToSearchResult_filterEnvironmentsEmpty","Test_filterNodesToSearchResult_filterEnvironmentsEmpty"
"","2208","requires a password to disable MFA for a user when logged in without SSO","Users","Thu Feb 12 01:50:20 UTC 2026","passed","Thu Feb 12 01:50:22 UTC 2026","","","",""
"Test cases for TestBoolIsZero","1","TestBoolIsZero","","Thu Feb 12 01:48:14 UTC 2026","passed","Thu Feb 12 01:48:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestBoolIsZero","TestBoolIsZero"
"Test cases for TestResources_ListAuditLogs_InvalidColumn","0","TestResources_ListAuditLogs_InvalidColumn","","Thu Feb 12 01:48:07 UTC 2026","passed","Thu Feb 12 01:48:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_InvalidColumn","TestResources_ListAuditLogs_InvalidColumn"
"","35","calculates the running time of a job and converts to a human readable format","getSimpleDuration","Thu Feb 12 01:52:24 UTC 2026","passed","Thu Feb 12 01:52:24 UTC 2026","","","",""
"Test cases for TestValidateRequestSignature","274","TestValidateRequestSignature","","Thu Feb 12 01:47:53 UTC 2026","passed","Thu Feb 12 01:47:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestValidateRequestSignature","TestValidateRequestSignature"
"Test cases for TestDomainSelectors_GetFilterCriteria_InvalidFilterColumn","0","TestDomainSelectors_GetFilterCriteria_InvalidFilterColumn","","Thu Feb 12 01:48:15 UTC 2026","passed","Thu Feb 12 01:48:15 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestDomainSelectors_GetFilterCriteria_InvalidFilterColumn","TestDomainSelectors_GetFilterCriteria_InvalidFilterColumn"
"Test cases for TestManagementResource_ListUsers_SortingError","0","TestManagementResource_ListUsers_SortingError","","Thu Feb 12 01:48:14 UTC 2026","passed","Thu Feb 12 01:48:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListUsers_SortingError","TestManagementResource_ListUsers_SortingError"
"","1071","should eventually render previously configured SSO providers","SSOConfiguration","Thu Feb 12 01:49:45 UTC 2026","passed","Thu Feb 12 01:49:46 UTC 2026","","","",""
"","3544","Typing in the search bar filters the results","ExploreTable","Thu Feb 12 01:48:50 UTC 2026","passed","Thu Feb 12 01:48:53 UTC 2026","","","",""
"Test cases for TestFloatEqual","0","TestFloatEqual","","Thu Feb 12 01:48:14 UTC 2026","passed","Thu Feb 12 01:48:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestFloatEqual","TestFloatEqual"
"Test cases for TestResources_ListAssetGroupCollections","0","TestResources_ListAssetGroupCollections","","Thu Feb 12 01:48:07 UTC 2026","passed","Thu Feb 12 01:48:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAssetGroupCollections","TestResources_ListAssetGroupCollections"
"","15","renders nothing if flag is disabled and disabled prop is not provided","FeatureFlag","Thu Feb 12 01:51:59 UTC 2026","passed","Thu Feb 12 01:51:59 UTC 2026","","","",""
"Test cases for Test_ValidateGraph","7","Test_ValidateGraph","","Thu Feb 12 01:48:21 UTC 2026","passed","Thu Feb 12 01:48:21 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/upload/Test_ValidateGraph","Test_ValidateGraph"
"Test cases for TestUnmarshalString","0","TestUnmarshalString","","Thu Feb 12 01:48:14 UTC 2026","passed","Thu Feb 12 01:48:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalString","TestUnmarshalString"
