"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestMarshalInt64Text","0","TestMarshalInt64Text","","Tue Jun 02 16:12:23 UTC 2026","passed","Tue Jun 02 16:12:23 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestMarshalInt64Text","TestMarshalInt64Text"
"","0","succeeds for valid password with unicode characters","testPassword","Tue Jun 02 16:15:45 UTC 2026","passed","Tue Jun 02 16:15:45 UTC 2026","","","",""
"Test cases for TestWriteAndValidateFileWithPrefix","1","TestWriteAndValidateFileWithPrefix","","Tue Jun 02 16:12:25 UTC 2026","passed","Tue Jun 02 16:12:25 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/upload/TestWriteAndValidateFileWithPrefix","TestWriteAndValidateFileWithPrefix"
"Test cases for TestInt64Scan","0","TestInt64Scan","","Tue Jun 02 16:12:23 UTC 2026","passed","Tue Jun 02 16:12:23 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestInt64Scan","TestInt64Scan"
"Test cases for Test_cacheQueryResult","0","Test_cacheQueryResult","","Tue Jun 02 16:12:23 UTC 2026","passed","Tue Jun 02 16:12:23 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_cacheQueryResult","Test_cacheQueryResult"
"","243","renders an edit form for the selected asset group when a user has graph write permissions","GroupManagement","Tue Jun 02 16:16:19 UTC 2026","passed","Tue Jun 02 16:16:19 UTC 2026","","","",""
"","136","should render a single section with a single navigation item","SubNav","Tue Jun 02 16:15:01 UTC 2026","passed","Tue Jun 02 16:15:01 UTC 2026","","","",""
"","0","combines collected and risk filters","filterAndSearchEnvironments","Tue Jun 02 16:12:47 UTC 2026","passed","Tue Jun 02 16:12:47 UTC 2026","","combined filters","",""
"","34","renders a list of pre-built searches and displays categories and subcategories one time","PrebuiltSearchList","Tue Jun 02 16:14:27 UTC 2026","passed","Tue Jun 02 16:14:27 UTC 2026","","","",""
"","215","renders the Rule Tab content when Rule tab is chosen","Selected Details Tab Content","Tue Jun 02 16:15:16 UTC 2026","passed","Tue Jun 02 16:15:16 UTC 2026","","","",""
"Test cases for TestResources_GetAssetGroupTagMemberInfo","0","TestResources_GetAssetGroupTagMemberInfo","","Tue Jun 02 16:12:22 UTC 2026","passed","Tue Jun 02 16:12:22 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroupTagMemberInfo","TestResources_GetAssetGroupTagMemberInfo"
"Test cases for TestResources_ListADComputerConstrainedDelegationUsers","3","TestResources_ListADComputerConstrainedDelegationUsers","","Tue Jun 02 16:12:22 UTC 2026","passed","Tue Jun 02 16:12:22 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADComputerConstrainedDelegationUsers","TestResources_ListADComputerConstrainedDelegationUsers"
"Test cases for TestManagementResource_DeleteUser_BadUserID","0","TestManagementResource_DeleteUser_BadUserID","","Tue Jun 02 16:12:39 UTC 2026","passed","Tue Jun 02 16:12:39 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_DeleteUser_BadUserID","TestManagementResource_DeleteUser_BadUserID"
"","8","removes a notification","AppNotifications","Tue Jun 02 16:14:57 UTC 2026","passed","Tue Jun 02 16:14:57 UTC 2026","","","",""
"","4","should return an empty map when no tags or paths match","opsFilter","Tue Jun 02 16:15:08 UTC 2026","passed","Tue Jun 02 16:15:08 UTC 2026","","","",""
"","0","handles an empty string","escapeCypherString","Tue Jun 02 16:15:42 UTC 2026","passed","Tue Jun 02 16:15:42 UTC 2026","","","",""
"","6","when password is expired and on password reset page, no redirect occurs","AuthenticatedRoute","Tue Jun 02 16:16:22 UTC 2026","passed","Tue Jun 02 16:16:22 UTC 2026","","","",""
"","42","displays the value from filterParams.node_type","AssetGroupEdit","Tue Jun 02 16:13:46 UTC 2026","passed","Tue Jun 02 16:13:46 UTC 2026","","Node Type dropdown filter","",""
"Test cases for TestResources_ListADGPOAffectedTierZero","0","TestResources_ListADGPOAffectedTierZero","","Tue Jun 02 16:12:22 UTC 2026","passed","Tue Jun 02 16:12:22 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADGPOAffectedTierZero","TestResources_ListADGPOAffectedTierZero"
"","1","prevents Sigma defaults events","preventAllDefaults","Tue Jun 02 16:16:32 UTC 2026","passed","Tue Jun 02 16:16:32 UTC 2026","","","",""
"","6","does not render when selector data is not defined","Delete Selector Button rendering","Tue Jun 02 16:15:33 UTC 2026","passed","Tue Jun 02 16:15:33 UTC 2026","","","",""
"","537","should hide Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is true and power user role is selected","CreateUserForm","Tue Jun 02 16:12:55 UTC 2026","passed","Tue Jun 02 16:12:56 UTC 2026","","","",""
"","2797","closes explore search tab menu when search returns one node, entity info panel remains open","CypherSearch","Tue Jun 02 16:13:11 UTC 2026","passed","Tue Jun 02 16:13:14 UTC 2026","","Minimize explorer page elements when multiple nodes are returned","",""
"","156","only sends dirty fields in the request when updating","Tag Form","Tue Jun 02 16:12:35 UTC 2026","passed","Tue Jun 02 16:12:35 UTC 2026","","","",""
"","309","clears the applied filter","FileIngestFilterDialog","Tue Jun 02 16:13:29 UTC 2026","passed","Tue Jun 02 16:13:29 UTC 2026","","User Select","",""
"Test cases for TestManagementResource_ListRoles_InvalidFilterPredicate","0","TestManagementResource_ListRoles_InvalidFilterPredicate","","Tue Jun 02 16:12:28 UTC 2026","passed","Tue Jun 02 16:12:28 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListRoles_InvalidFilterPredicate","TestManagementResource_ListRoles_InvalidFilterPredicate"
"","485","should open save dialog on keyboard press alt+S","CypherSearch","Tue Jun 02 16:13:06 UTC 2026","passed","Tue Jun 02 16:13:06 UTC 2026","","","",""
"Test cases for TestResources_DownloadCollectorByVersion","3","TestResources_DownloadCollectorByVersion","","Tue Jun 02 16:12:22 UTC 2026","passed","Tue Jun 02 16:12:22 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DownloadCollectorByVersion","TestResources_DownloadCollectorByVersion"
"","161","fires delete when edit is clicked","ListItemActionMenu","Tue Jun 02 16:14:48 UTC 2026","passed","Tue Jun 02 16:14:48 UTC 2026","","","",""
"","94","enables returning a list of tags","the useAssetGroupTags utilities","Tue Jun 02 16:13:36 UTC 2026","passed","Tue Jun 02 16:13:36 UTC 2026","","","",""
"","379","should render","ExploreTable","Tue Jun 02 16:12:29 UTC 2026","passed","Tue Jun 02 16:12:29 UTC 2026","","","",""
"Test cases for Test_ConvertAppFederatedIdentityCredential","0","Test_ConvertAppFederatedIdentityCredential","","Tue Jun 02 16:12:28 UTC 2026","passed","Tue Jun 02 16:12:28 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/Test_ConvertAppFederatedIdentityCredential","Test_ConvertAppFederatedIdentityCredential"
"Test cases for TestContextMiddlewareBypassDisabled","0","TestContextMiddlewareBypassDisabled","","Tue Jun 02 16:12:14 UTC 2026","passed","Tue Jun 02 16:12:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestContextMiddlewareBypassDisabled","TestContextMiddlewareBypassDisabled"
"","241","Close button click causes the callback function to be called","ExploreTable","Tue Jun 02 16:12:33 UTC 2026","passed","Tue Jun 02 16:12:33 UTC 2026","","","",""
"Test cases for TestManagementResource_UpdateUser_IDMalformed","660","TestManagementResource_UpdateUser_IDMalformed","","Tue Jun 02 16:12:35 UTC 2026","passed","Tue Jun 02 16:12:35 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateUser_IDMalformed","TestManagementResource_UpdateUser_IDMalformed"
"","168","shows Popper when isCurrentSearchOpen is true","GraphControls","Tue Jun 02 16:12:45 UTC 2026","passed","Tue Jun 02 16:12:45 UTC 2026","","Searching current results","",""
"","137","a null response from the server is handled","ExploreSearchCombobox with null response","Tue Jun 02 16:13:48 UTC 2026","passed","Tue Jun 02 16:13:48 UTC 2026","","","",""
"","19","returns undefined if environmentId searched for is not found","useAvailableEnvironments","Tue Jun 02 16:14:11 UTC 2026","passed","Tue Jun 02 16:14:11 UTC 2026","","useSelectedEnvironment","",""
"","35","invalidates the extensions query key when upload succeeds","useSchemaUploadHandlers","Tue Jun 02 16:15:39 UTC 2026","passed","Tue Jun 02 16:15:39 UTC 2026","","","",""
"","888","handles copying the name","CopyMenuItem","Tue Jun 02 16:15:44 UTC 2026","passed","Tue Jun 02 16:15:45 UTC 2026","","","",""
"","9","makes no count request when neither a Tag or Rule is selected (tagId and ruleId are undefined from path params","useObjectCounts","Tue Jun 02 16:15:29 UTC 2026","passed","Tue Jun 02 16:15:29 UTC 2026","","","",""
"","51","should hide Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is false","CreateUserForm","Tue Jun 02 16:12:56 UTC 2026","passed","Tue Jun 02 16:12:56 UTC 2026","","","",""
"","2","stores an array value in localStorage","useLocalStorage","Tue Jun 02 16:13:58 UTC 2026","passed","Tue Jun 02 16:13:58 UTC 2026","","setValue","",""
"Test cases for TestBoolEqual","0","TestBoolEqual","","Tue Jun 02 16:12:23 UTC 2026","passed","Tue Jun 02 16:12:23 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestBoolEqual","TestBoolEqual"
"","49","copys children value to clipboard after clicking the copy btn","CodeController","Tue Jun 02 16:15:36 UTC 2026","passed","Tue Jun 02 16:15:36 UTC 2026","","","",""
"","74","should should reflect the checked state for public query","SavedQueryPermissions","Tue Jun 02 16:14:42 UTC 2026","passed","Tue Jun 02 16:14:43 UTC 2026","","","",""
"","414","should not call onSubmit when expired password is not supplied when reset password button clicked","PasswordResetForm","Tue Jun 02 16:14:16 UTC 2026","passed","Tue Jun 02 16:14:16 UTC 2026","","","",""
"Test cases for TestParseOptionalBool","0","TestParseOptionalBool","","Tue Jun 02 16:12:10 UTC 2026","passed","Tue Jun 02 16:12:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestParseOptionalBool","TestParseOptionalBool"
"","327","should display Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is true and read-only role is selected","UpdateUserForm","Tue Jun 02 16:12:38 UTC 2026","passed","Tue Jun 02 16:12:39 UTC 2026","","","",""
"","60","passes checks if the user has multiple required permissions","usePermissions","Tue Jun 02 16:13:50 UTC 2026","passed","Tue Jun 02 16:13:50 UTC 2026","","","",""
"","108","returns false when no nodes are available","useGraphHasData","Tue Jun 02 16:15:25 UTC 2026","passed","Tue Jun 02 16:15:26 UTC 2026","","","",""
"","550","executes a primary search when only a source node is provided","Pathfinding: interaction","Tue Jun 02 16:14:05 UTC 2026","passed","Tue Jun 02 16:14:06 UTC 2026","","","",""
"","182","sets secondarySearch=id and searchType=node when primarySearch is falsey","ContextMenu","Tue Jun 02 16:16:16 UTC 2026","passed","Tue Jun 02 16:16:16 UTC 2026","","","",""
"","27","applies accent styling to headers when accent is true","<DetailsAccordion />","Tue Jun 02 16:13:38 UTC 2026","passed","Tue Jun 02 16:13:38 UTC 2026","","","",""
