"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","64","populates the node search field when the 'primarySearch' query param is set","useNodeSearch","Thu Apr 23 19:06:34 UTC 2026","passed","Thu Apr 23 19:06:34 UTC 2026","","","",""
"","557","open and closes dialog with confirm button after user inputs required text","Tag Form","Thu Apr 23 19:02:50 UTC 2026","passed","Thu Apr 23 19:02:51 UTC 2026","","","",""
"Test cases for TestContextMiddleware_InvalidWaitLessThanZero","0","TestContextMiddleware_InvalidWaitLessThanZero","","Thu Apr 23 19:01:45 UTC 2026","passed","Thu Apr 23 19:01:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestContextMiddleware_InvalidWaitLessThanZero","TestContextMiddleware_InvalidWaitLessThanZero"
"","1","should return the edge parts from the key","getEdgeDataFromKey","Thu Apr 23 19:08:34 UTC 2026","passed","Thu Apr 23 19:08:34 UTC 2026","","","",""
"","521","should display Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is true and user role is selected","CreateUserForm","Thu Apr 23 19:03:51 UTC 2026","passed","Thu Apr 23 19:03:52 UTC 2026","","","",""
"","0","reports an API error when the name for the rule is not unique","handleError","Thu Apr 23 19:03:58 UTC 2026","passed","Thu Apr 23 19:03:58 UTC 2026","","","",""
"Test cases for TestDisenrollMFA_Success","1399","TestDisenrollMFA_Success","","Thu Apr 23 19:02:28 UTC 2026","passed","Thu Apr 23 19:02:29 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestDisenrollMFA_Success","TestDisenrollMFA_Success"
"","22","renders details for a selected rule and is of type ""Object""","DynamicDetails","Thu Apr 23 19:04:45 UTC 2026","passed","Thu Apr 23 19:04:45 UTC 2026","","","",""
"","196","should disable the create provider button and not display providers if the user lacks permission","SSOConfiguration","Thu Apr 23 19:04:25 UTC 2026","passed","Thu Apr 23 19:04:25 UTC 2026","","","",""
"","220","calls setExploreParams with only the expandedSection label when selecting any accordion that is not composition","EdgeInfoContent","Thu Apr 23 19:03:06 UTC 2026","passed","Thu Apr 23 19:03:06 UTC 2026","","EdgeInfoContent support for Deep Linking","",""
"Test cases for TestResources_GetCertTemplateEntityInfo","167","TestResources_GetCertTemplateEntityInfo","","Thu Apr 23 19:01:53 UTC 2026","passed","Thu Apr 23 19:01:53 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetCertTemplateEntityInfo","TestResources_GetCertTemplateEntityInfo"
