"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestConvertAzureRoleEligibilityScheduleInstanceToRel","0","TestConvertAzureRoleEligibilityScheduleInstanceToRel","","Thu May 14 02:39:43 UTC 2026","passed","Thu May 14 02:39:43 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestConvertAzureRoleEligibilityScheduleInstanceToRel","TestConvertAzureRoleEligibilityScheduleInstanceToRel"
"","1","should compute coordinates along a quadratic bezier curve for a given t value","bezier","Thu May 14 02:44:42 UTC 2026","passed","Thu May 14 02:44:42 UTC 2026","","","",""
"","92","should call onLoginViaSAML when login via sso button clicked","LoginForm","Thu May 14 02:43:32 UTC 2026","passed","Thu May 14 02:43:33 UTC 2026","","","",""
"Test cases for TestRewriter_Enter_AllAttackPathsShortcut_ReplacesKinds","0","TestRewriter_Enter_AllAttackPathsShortcut_ReplacesKinds","","Thu May 14 02:39:32 UTC 2026","passed","Thu May 14 02:39:32 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestRewriter_Enter_AllAttackPathsShortcut_ReplacesKinds","TestRewriter_Enter_AllAttackPathsShortcut_ReplacesKinds"
"","177","fires onSelect prop when a result is clicked","SearchCurrentNodes","Thu May 14 02:42:34 UTC 2026","passed","Thu May 14 02:42:34 UTC 2026","","","",""
"Test cases for TestResources_ListAuditLogs_InvalidColumn","0","TestResources_ListAuditLogs_InvalidColumn","","Thu May 14 02:39:29 UTC 2026","passed","Thu May 14 02:39:29 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_InvalidColumn","TestResources_ListAuditLogs_InvalidColumn"
"","27","does not render when ruleId is empty","Delete Selector Button rendering","Thu May 14 02:43:48 UTC 2026","passed","Thu May 14 02:43:48 UTC 2026","","","",""
"","1","returns propertyKeys from all three kind property enums","graphSchema","Thu May 14 02:43:40 UTC 2026","passed","Thu May 14 02:43:40 UTC 2026","","","",""
"Test cases for TestManagementResource_ListRoles_PredicateMismatchWithColumn","0","TestManagementResource_ListRoles_PredicateMismatchWithColumn","","Thu May 14 02:39:35 UTC 2026","passed","Thu May 14 02:39:35 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListRoles_PredicateMismatchWithColumn","TestManagementResource_ListRoles_PredicateMismatchWithColumn"
"","503","should initiate data loading when an item is selected","Simple Environment Selector","Thu May 14 02:41:47 UTC 2026","passed","Thu May 14 02:41:47 UTC 2026","","","",""
"","0","should hide/expand search widget when user clicks minus/plus button","ExploreSearch rendering per tab","Thu May 14 02:45:02 UTC 2026","unknown","Thu May 14 02:45:02 UTC 2026","","","",""
"Test cases for TestManagementResource_ListUsers_InvalidColumn","0","TestManagementResource_ListUsers_InvalidColumn","","Thu May 14 02:39:35 UTC 2026","passed","Thu May 14 02:39:35 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListUsers_InvalidColumn","TestManagementResource_ListUsers_InvalidColumn"
"","5","renders Owned text by default when no Label Selector is available and on a Label page","TagSelector","Thu May 14 02:42:40 UTC 2026","passed","Thu May 14 02:42:40 UTC 2026","","","",""
"","58","should display ""Password"" input","Enable2FADialog","Thu May 14 02:42:58 UTC 2026","passed","Thu May 14 02:42:58 UTC 2026","","","",""
"Test cases for TestResources_ListAssetGroupCollections","15","TestResources_ListAssetGroupCollections","","Thu May 14 02:39:29 UTC 2026","passed","Thu May 14 02:39:29 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAssetGroupCollections","TestResources_ListAssetGroupCollections"
"","6","should render when search string matches text entirely","HighlightedText","Thu May 14 02:43:29 UTC 2026","passed","Thu May 14 02:43:29 UTC 2026","","","",""
"","0","excludes non-collected environments when risk filter is active","filterAndSearchEnvironments","Thu May 14 02:40:25 UTC 2026","passed","Thu May 14 02:40:25 UTC 2026","","risk filters","",""
"","48","displays ! icon when one of the Affected Object calls fail","EntityInfoDataTableGraphed","Thu May 14 02:41:46 UTC 2026","passed","Thu May 14 02:41:46 UTC 2026","","Node count for nested table that counts all sections","",""
"Test cases for TestDomainSelectors_GetFilterCriteria_Domain","0","TestDomainSelectors_GetFilterCriteria_Domain","","Thu May 14 02:39:31 UTC 2026","passed","Thu May 14 02:39:31 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestDomainSelectors_GetFilterCriteria_Domain","TestDomainSelectors_GetFilterCriteria_Domain"
"","2","should compute normal vectors for line segments","bezier","Thu May 14 02:44:42 UTC 2026","passed","Thu May 14 02:44:42 UTC 2026","","","",""
"Test cases for TestFloatValueOrZero","0","TestFloatValueOrZero","","Thu May 14 02:39:30 UTC 2026","passed","Thu May 14 02:39:30 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestFloatValueOrZero","TestFloatValueOrZero"
"","128","displays a polite message when there are no user updatable features available","EarlyAccessFeatures","Thu May 14 02:44:45 UTC 2026","passed","Thu May 14 02:44:45 UTC 2026","","","",""
"","121","displays appropriate text when there are no matches for search term","SearchCurrentNodes","Thu May 14 02:42:34 UTC 2026","passed","Thu May 14 02:42:34 UTC 2026","","","",""
"","13","should render when search string at the end of the text","HighlightedText","Thu May 14 02:43:29 UTC 2026","passed","Thu May 14 02:43:29 UTC 2026","","","",""
"","7","removes multiple keys from state","useObjectState","Thu May 14 02:43:29 UTC 2026","passed","Thu May 14 02:43:29 UTC 2026","","","",""
"Test cases for TestRandomDurationBetween","15","TestRandomDurationBetween","","Thu May 14 02:39:30 UTC 2026","passed","Thu May 14 02:39:30 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/datapipe/TestRandomDurationBetween","TestRandomDurationBetween"
"Test cases for TestManagementResource_CreateOIDCProvider","1","TestManagementResource_CreateOIDCProvider","","Thu May 14 02:40:01 UTC 2026","passed","Thu May 14 02:40:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_CreateOIDCProvider","TestManagementResource_CreateOIDCProvider"
