"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","maps cypher 504 errors to timeout messaging","useExploreGraph","Tue Jul 21 02:09:55 UTC 2026","passed","Tue Jul 21 02:09:55 UTC 2026","","exploreGraphQueryFactory","",""
"","2","stores an array value in localStorage","useLocalStorage","Tue Jul 21 02:10:59 UTC 2026","passed","Tue Jul 21 02:10:59 UTC 2026","","setValue","",""
"","419","Close button click causes the callback function to be called","ExploreTable","Tue Jul 21 02:08:16 UTC 2026","passed","Tue Jul 21 02:08:16 UTC 2026","","","",""
"","0","returns null if paramValue is undefined","useEnvironmentParams","Tue Jul 21 02:14:05 UTC 2026","passed","Tue Jul 21 02:14:05 UTC 2026","","parseEnvironmentAggregation","",""
"","309","should fire ""onClose"" once","UserTokenManagementDialog","Tue Jul 21 02:10:22 UTC 2026","passed","Tue Jul 21 02:10:22 UTC 2026","","when user clicks ""Close"" button","",""
"Test cases for TestOrphanFileSweeper_Clear","1","TestOrphanFileSweeper_Clear","","Tue Jul 21 02:07:20 UTC 2026","passed","Tue Jul 21 02:07:20 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/datapipe/TestOrphanFileSweeper_Clear","TestOrphanFileSweeper_Clear"
"","0","escapes multiple single quotes","escapeCypherString","Tue Jul 21 02:13:58 UTC 2026","passed","Tue Jul 21 02:13:58 UTC 2026","","","",""
"Test cases for TestVersion_GreaterThan","0","TestVersion_GreaterThan","","Tue Jul 21 02:07:36 UTC 2026","passed","Tue Jul 21 02:07:36 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/version/TestVersion_GreaterThan","TestVersion_GreaterThan"
"Test cases for TestParseVersion","0","TestParseVersion","","Tue Jul 21 02:07:36 UTC 2026","passed","Tue Jul 21 02:07:36 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/version/TestParseVersion","TestParseVersion"
"Test cases for TestReadRFC3339","0","TestReadRFC3339","","Tue Jul 21 02:07:35 UTC 2026","passed","Tue Jul 21 02:07:35 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestReadRFC3339","TestReadRFC3339"
"","136","returns a nodes array","useEdgeInfoItems","Tue Jul 21 02:12:05 UTC 2026","passed","Tue Jul 21 02:12:05 UTC 2026","","","",""
"","3188","should open edge filtering dialog","EdgeFilter","Tue Jul 21 02:11:23 UTC 2026","passed","Tue Jul 21 02:11:26 UTC 2026","","","",""
"","2","returns the node_keys from the graphData with duplicate keys removed and known keys added","getExploreTableData","Tue Jul 21 02:11:42 UTC 2026","passed","Tue Jul 21 02:11:42 UTC 2026","","","",""
"","691","should sort by type","SSOProviderTable","Tue Jul 21 02:12:27 UTC 2026","passed","Tue Jul 21 02:12:28 UTC 2026","","","",""
"","148","should display the ""My Profile"" title","UserProfile","Tue Jul 21 02:10:51 UTC 2026","passed","Tue Jul 21 02:10:52 UTC 2026","","","",""
"Test cases for TestParseOptionalLimitQueryParameter","80","TestParseOptionalLimitQueryParameter","","Tue Jul 21 02:07:16 UTC 2026","passed","Tue Jul 21 02:07:16 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseOptionalLimitQueryParameter","TestParseOptionalLimitQueryParameter"
"","81","List Display Roles Hook is Loading","useListDisplayRoles","Tue Jul 21 02:10:16 UTC 2026","passed","Tue Jul 21 02:10:16 UTC 2026","","","",""
"Test cases for TestManagementResource_CreateSAMLProviderMultipart","32","TestManagementResource_CreateSAMLProviderMultipart","","Tue Jul 21 02:08:00 UTC 2026","passed","Tue Jul 21 02:08:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_CreateSAMLProviderMultipart","TestManagementResource_CreateSAMLProviderMultipart"
"Test cases for TestResources_ListADDomainContainedComputers","2","TestResources_ListADDomainContainedComputers","","Tue Jul 21 02:07:16 UTC 2026","passed","Tue Jul 21 02:07:16 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainContainedComputers","TestResources_ListADDomainContainedComputers"
"Test cases for TestAnalysisStepNames_ContainsNameForEachDefinedBit","10","TestAnalysisStepNames_ContainsNameForEachDefinedBit","","Tue Jul 21 02:07:24 UTC 2026","passed","Tue Jul 21 02:07:24 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestAnalysisStepNames_ContainsNameForEachDefinedBit","TestAnalysisStepNames_ContainsNameForEachDefinedBit"
"","95","sets the document title using the default app name","PageWithTitle","Tue Jul 21 02:14:02 UTC 2026","passed","Tue Jul 21 02:14:02 UTC 2026","","","",""
"Test cases for TestResources_ListADUserSQLAdminRights","2","TestResources_ListADUserSQLAdminRights","","Tue Jul 21 02:07:16 UTC 2026","passed","Tue Jul 21 02:07:16 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADUserSQLAdminRights","TestResources_ListADUserSQLAdminRights"
"Test cases for TestResources_ListSavedQueries","36","TestResources_ListSavedQueries","","Tue Jul 21 02:07:16 UTC 2026","passed","Tue Jul 21 02:07:16 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListSavedQueries","TestResources_ListSavedQueries"
"Test cases for TestMaybeSubmitNodeUpdate","0","TestMaybeSubmitNodeUpdate","","Tue Jul 21 02:07:30 UTC 2026","passed","Tue Jul 21 02:07:30 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/TestMaybeSubmitNodeUpdate","TestMaybeSubmitNodeUpdate"
"Test cases for TestResources_GetSearchResult","2","TestResources_GetSearchResult","","Tue Jul 21 02:07:16 UTC 2026","passed","Tue Jul 21 02:07:16 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetSearchResult","TestResources_GetSearchResult"
"Test cases for Test_GraphExtensionPayload_ToGraphExtensionInput","6","Test_GraphExtensionPayload_ToGraphExtensionInput","","Tue Jul 21 02:07:24 UTC 2026","passed","Tue Jul 21 02:07:24 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/Test_GraphExtensionPayload_ToGraphExtensionInput","Test_GraphExtensionPayload_ToGraphExtensionInput"
