"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","433","On successful upload, displays a completion of 100% and adds a ""Complete"" button that closes the dialog","SchemaUploadDialog","Sat May 16 02:32:28 UTC 2026","passed","Sat May 16 02:32:28 UTC 2026","","","",""
"","3247","calls onExploreMenuCollapse again when user reopens widget and runs another multi-node query","CypherSearch","Sat May 16 02:32:11 UTC 2026","passed","Sat May 16 02:32:14 UTC 2026","","Minimize explorer page elements when multiple nodes are returned","",""
"","8","displays lastlogontimestamp cell as UNKNOWN when the value is 0","ExploreTableDataCell","Sat May 16 02:35:21 UTC 2026","passed","Sat May 16 02:35:21 UTC 2026","","","",""
"","8","does not render when selector data is not defined","Delete Selector Button rendering","Sat May 16 02:35:42 UTC 2026","passed","Sat May 16 02:35:42 UTC 2026","","","",""
"","0","EXTENDED ROUNDING when thresholds are set: does not abbreviate numbers < 10000","numberFormatting","Sat May 16 02:33:56 UTC 2026","passed","Sat May 16 02:33:56 UTC 2026","","","",""
"Test cases for TestInt64ValueOrZero","0","TestInt64ValueOrZero","","Sat May 16 02:30:35 UTC 2026","passed","Sat May 16 02:30:35 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestInt64ValueOrZero","TestInt64ValueOrZero"
"","279","does not display a “Disable query timeout” checkbox when timeout limit param config is enabled true","ExploreSearch interaction","Sat May 16 02:36:42 UTC 2026","passed","Sat May 16 02:36:43 UTC 2026","","","",""
"Test cases for TestStringIsZero","0","TestStringIsZero","","Sat May 16 02:30:35 UTC 2026","passed","Sat May 16 02:30:35 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestStringIsZero","TestStringIsZero"
"","1481","renders","DatabaseManagement","Sat May 16 02:36:28 UTC 2026","passed","Sat May 16 02:36:30 UTC 2026","","","",""
"","157","displays appropriate text when there are no matches for search term","SearchCurrentNodes","Sat May 16 02:34:08 UTC 2026","passed","Sat May 16 02:34:08 UTC 2026","","","",""
